loan_id,entity,product,quarter,loan_amount,load_batch_id
UWM-CRE-2025Q2-0026,US Wealth Mgmt,Credit Card,2025Q2,1469.43,B2025Q2-02
UWM-CRE-2025Q2-0027,US Wealth Mgmt,Credit Card,2025Q2,579.82,B2025Q2-02
UWM-CRE-2025Q2-0028,US Wealth Mgmt,Credit Card,2025Q2,9277.62,B2025Q2-02
UWM-CRE-2025Q2-0029,US Wealth Mgmt,Credit Card,2025Q2,1877.09,B2025Q2-02
UWM-CRE-2025Q2-0030,US Wealth Mgmt,Credit Card,2025Q2,1648.08,B2025Q2-02
UWM-CRE-2025Q2-0031,US Wealth Mgmt,Credit Card,2025Q2,3864.4,B2025Q2-02
UWM-CRE-2025Q2-0032,US Wealth Mgmt,Credit Card,2025Q2,1161.56,B2025Q2-02
UWM-CRE-2025Q2-0033,US Wealth Mgmt,Credit Card,2025Q2,3572.53,B2025Q2-02
UWM-CRE-2025Q2-0034,US Wealth Mgmt,Credit Card,2025Q2,3372.26,B2025Q2-02
UWM-CRE-2025Q2-0035,US Wealth Mgmt,Credit Card,2025Q2,1735.37,B2025Q2-02
UWM-CRE-2025Q2-0036,US Wealth Mgmt,Credit Card,2025Q2,1983.2,B2025Q2-02
UWM-CRE-2025Q2-0037,US Wealth Mgmt,Credit Card,2025Q2,2128.12,B2025Q2-02
UWM-CRE-2025Q2-0038,US Wealth Mgmt,Credit Card,2025Q2,1771.91,B2025Q2-02
UWM-CRE-2025Q2-0039,US Wealth Mgmt,Credit Card,2025Q2,932.47,B2025Q2-02
UWM-CRE-2025Q2-0040,US Wealth Mgmt,Credit Card,2025Q2,2896.84,B2025Q2-02
UWM-CRE-2025Q2-0041,US Wealth Mgmt,Credit Card,2025Q2,2481.99,B2025Q2-02
UWM-CRE-2025Q2-0042,US Wealth Mgmt,Credit Card,2025Q2,1975.14,B2025Q2-02
UWM-CRE-2025Q2-0043,US Wealth Mgmt,Credit Card,2025Q2,2332.96,B2025Q2-02
UWM-CRE-2025Q2-0044,US Wealth Mgmt,Credit Card,2025Q2,5123.13,B2025Q2-02
UWM-CRE-2025Q2-0045,US Wealth Mgmt,Credit Card,2025Q2,2244.08,B2025Q2-02
UWM-CRE-2025Q2-0046,US Wealth Mgmt,Credit Card,2025Q2,3955.23,B2025Q2-02
UWM-CRE-2025Q2-0047,US Wealth Mgmt,Credit Card,2025Q2,2242.9,B2025Q2-02
UWM-CRE-2025Q2-0048,US Wealth Mgmt,Credit Card,2025Q2,3332.39,B2025Q2-02
UWM-CRE-2025Q2-0049,US Wealth Mgmt,Credit Card,2025Q2,1953.27,B2025Q2-02
UWM-CRE-2025Q2-0050,US Wealth Mgmt,Credit Card,2025Q2,2026.27,B2025Q2-03
UWM-CRE-2025Q2-0051,US Wealth Mgmt,Credit Card,2025Q2,2110.61,B2025Q2-03
UWM-CRE-2025Q2-0052,US Wealth Mgmt,Credit Card,2025Q2,1587.1,B2025Q2-03
UWM-CRE-2025Q2-0053,US Wealth Mgmt,Credit Card,2025Q2,2832.84,B2025Q2-03
UWM-CRE-2025Q2-0054,US Wealth Mgmt,Credit Card,2025Q2,2429.1,B2025Q2-03
UWM-CRE-2025Q2-0055,US Wealth Mgmt,Credit Card,2025Q2,1850.93,B2025Q2-03
UWM-CRE-2025Q2-0056,US Wealth Mgmt,Credit Card,2025Q2,6519.13,B2025Q2-03
UWM-CRE-2025Q2-0057,US Wealth Mgmt,Credit Card,2025Q2,1091.2,B2025Q2-03
UWM-CRE-2025Q2-0058,US Wealth Mgmt,Credit Card,2025Q2,2522.7,B2025Q2-03
UWM-CRE-2025Q2-0059,US Wealth Mgmt,Credit Card,2025Q2,598.25,B2025Q2-03
UWM-CRE-2025Q2-0060,US Wealth Mgmt,Credit Card,2025Q2,5596.05,B2025Q2-03
UWM-CRE-2025Q2-0061,US Wealth Mgmt,Credit Card,2025Q2,2665.88,B2025Q2-03
UWM-CRE-2025Q2-0062,US Wealth Mgmt,Credit Card,2025Q2,3342.33,B2025Q2-03
UWM-CRE-2025Q2-0063,US Wealth Mgmt,Credit Card,2025Q2,2890.08,B2025Q2-03
UWM-CRE-2025Q2-0064,US Wealth Mgmt,Credit Card,2025Q2,2251.85,B2025Q2-03
UWM-CRE-2025Q2-0065,US Wealth Mgmt,Credit Card,2025Q2,1580.28,B2025Q2-03
UWM-CRE-2025Q2-0066,US Wealth Mgmt,Credit Card,2025Q2,3784.65,B2025Q2-03
UWM-CRE-2025Q2-0067,US Wealth Mgmt,Credit Card,2025Q2,5593.95,B2025Q2-03
UWM-CRE-2025Q2-0068,US Wealth Mgmt,Credit Card,2025Q2,4002.37,B2025Q2-03
UWM-CRE-2025Q2-0069,US Wealth Mgmt,Credit Card,2025Q2,1570.05,B2025Q2-03
UWM-CRE-2025Q2-0070,US Wealth Mgmt,Credit Card,2025Q2,1607.21,B2025Q2-03
UWM-CRE-2025Q2-0071,US Wealth Mgmt,Credit Card,2025Q2,1716.07,B2025Q2-03
UWM-CRE-2025Q2-0072,US Wealth Mgmt,Credit Card,2025Q2,1337.41,B2025Q2-03
UWM-CRE-2025Q2-0073,US Wealth Mgmt,Credit Card,2025Q2,911.52,B2025Q2-03
UWM-CRE-2025Q2-0074,US Wealth Mgmt,Credit Card,2025Q2,1693.93,B2025Q2-03
UWM-CRE-2025Q2-0075,US Wealth Mgmt,Credit Card,2025Q2,1350.81,B2025Q2-04
UWM-CRE-2025Q2-0076,US Wealth Mgmt,Credit Card,2025Q2,3305.42,B2025Q2-04
UWM-CRE-2025Q2-0077,US Wealth Mgmt,Credit Card,2025Q2,1485.91,B2025Q2-04
UWM-CRE-2025Q2-0078,US Wealth Mgmt,Credit Card,2025Q2,3153.56,B2025Q2-04
UWM-CRE-2025Q2-0079,US Wealth Mgmt,Credit Card,2025Q2,682.61,B2025Q2-04
UWM-CRE-2025Q2-0080,US Wealth Mgmt,Credit Card,2025Q2,4866.62,B2025Q2-04
UWM-CRE-2025Q2-0081,US Wealth Mgmt,Credit Card,2025Q2,1385.57,B2025Q2-04
UWM-CRE-2025Q2-0082,US Wealth Mgmt,Credit Card,2025Q2,888.51,B2025Q2-04
UWM-CRE-2025Q2-0083,US Wealth Mgmt,Credit Card,2025Q2,1309.91,B2025Q2-04
UWM-CRE-2025Q2-0084,US Wealth Mgmt,Credit Card,2025Q2,1121.38,B2025Q2-04
UWM-CRE-2025Q2-0085,US Wealth Mgmt,Credit Card,2025Q2,1102.56,B2025Q2-04
UWM-CRE-2025Q2-0086,US Wealth Mgmt,Credit Card,2025Q2,1195.26,B2025Q2-04
UWM-CRE-2025Q2-0087,US Wealth Mgmt,Credit Card,2025Q2,4361.35,B2025Q2-04
UWM-CRE-2025Q2-0088,US Wealth Mgmt,Credit Card,2025Q2,1743.66,B2025Q2-04
UWM-CRE-2025Q2-0089,US Wealth Mgmt,Credit Card,2025Q2,4564.83,B2025Q2-04
UWM-CRE-2025Q2-0090,US Wealth Mgmt,Credit Card,2025Q2,1065.09,B2025Q2-04
UWM-CRE-2025Q2-0091,US Wealth Mgmt,Credit Card,2025Q2,3649.82,B2025Q2-04
UWM-CRE-2025Q2-0092,US Wealth Mgmt,Credit Card,2025Q2,2036.99,B2025Q2-04
UWM-CRE-2025Q2-0093,US Wealth Mgmt,Credit Card,2025Q2,3309.22,B2025Q2-04
UWM-CRE-2025Q2-0094,US Wealth Mgmt,Credit Card,2025Q2,2650.69,B2025Q2-04
UWM-CRE-2025Q2-0095,US Wealth Mgmt,Credit Card,2025Q2,1852.5,B2025Q2-04
UWM-CRE-2025Q2-0096,US Wealth Mgmt,Credit Card,2025Q2,3458.91,B2025Q2-04
UWM-CRE-2025Q2-0097,US Wealth Mgmt,Credit Card,2025Q2,1464.48,B2025Q2-04
UWM-CRE-2025Q2-0098,US Wealth Mgmt,Credit Card,2025Q2,1219.08,B2025Q2-04
UWM-CRE-2025Q2-0099,US Wealth Mgmt,Credit Card,2025Q2,4354.42,B2025Q2-04
UWM-CRE-2025Q2-0100,US Wealth Mgmt,Credit Card,2025Q2,17376.13,B2025Q2-05
UWM-CRE-2025Q2-0101,US Wealth Mgmt,Credit Card,2025Q2,4048.69,B2025Q2-05
UWM-CRE-2025Q2-0102,US Wealth Mgmt,Credit Card,2025Q2,970.62,B2025Q2-05
UWM-CRE-2025Q2-0103,US Wealth Mgmt,Credit Card,2025Q2,1813.68,B2025Q2-05
UWM-CRE-2025Q2-0104,US Wealth Mgmt,Credit Card,2025Q2,1120.04,B2025Q2-05
UWM-CRE-2025Q2-0105,US Wealth Mgmt,Credit Card,2025Q2,2342.33,B2025Q2-05
UWM-CRE-2025Q2-0106,US Wealth Mgmt,Credit Card,2025Q2,827.24,B2025Q2-05
UWM-CRE-2025Q2-0107,US Wealth Mgmt,Credit Card,2025Q2,2416.18,B2025Q2-05
UWM-CRE-2025Q2-0108,US Wealth Mgmt,Credit Card,2025Q2,2428.04,B2025Q2-05
UWM-CRE-2025Q2-0109,US Wealth Mgmt,Credit Card,2025Q2,2274.38,B2025Q2-05
UWM-CRE-2025Q2-0110,US Wealth Mgmt,Credit Card,2025Q2,2813.77,B2025Q2-05
UWM-CRE-2025Q2-0111,US Wealth Mgmt,Credit Card,2025Q2,1043.8,B2025Q2-05
UWM-CRE-2025Q2-0112,US Wealth Mgmt,Credit Card,2025Q2,1184.17,B2025Q2-05
UWM-CRE-2025Q2-0113,US Wealth Mgmt,Credit Card,2025Q2,3178.2,B2025Q2-05
UWM-CRE-2025Q2-0114,US Wealth Mgmt,Credit Card,2025Q2,1140.27,B2025Q2-05
UWM-CRE-2025Q2-0115,US Wealth Mgmt,Credit Card,2025Q2,3447.11,B2025Q2-05
UWM-CRE-2025Q2-0116,US Wealth Mgmt,Credit Card,2025Q2,1611.49,B2025Q2-05
UWM-CRE-2025Q2-0117,US Wealth Mgmt,Credit Card,2025Q2,1380.45,B2025Q2-05
UWM-CRE-2025Q2-0118,US Wealth Mgmt,Credit Card,2025Q2,2516.36,B2025Q2-05
UWM-PER-2025Q1-0000,US Wealth Mgmt,Personal Loan,2025Q1,13039.15,B2025Q1-01
UWM-PER-2025Q1-0001,US Wealth Mgmt,Personal Loan,2025Q1,3586.85,B2025Q1-01
UWM-PER-2025Q1-0002,US Wealth Mgmt,Personal Loan,2025Q1,4566.68,B2025Q1-01
UWM-PER-2025Q1-0003,US Wealth Mgmt,Personal Loan,2025Q1,13904.56,B2025Q1-01
UWM-PER-2025Q1-0004,US Wealth Mgmt,Personal Loan,2025Q1,3104.55,B2025Q1-01
UWM-PER-2025Q1-0005,US Wealth Mgmt,Personal Loan,2025Q1,3317.41,B2025Q1-01
UWM-PER-2025Q1-0006,US Wealth Mgmt,Personal Loan,2025Q1,8242.84,B2025Q1-01
UWM-PER-2025Q1-0007,US Wealth Mgmt,Personal Loan,2025Q1,3031.86,B2025Q1-01
UWM-PER-2025Q1-0008,US Wealth Mgmt,Personal Loan,2025Q1,4861.13,B2025Q1-01
UWM-PER-2025Q1-0009,US Wealth Mgmt,Personal Loan,2025Q1,3289.4,B2025Q1-01
UWM-PER-2025Q1-0010,US Wealth Mgmt,Personal Loan,2025Q1,16304.39,B2025Q1-01
UWM-PER-2025Q1-0011,US Wealth Mgmt,Personal Loan,2025Q1,4731.75,B2025Q1-01
UWM-PER-2025Q1-0012,US Wealth Mgmt,Personal Loan,2025Q1,3537.37,B2025Q1-01
UWM-PER-2025Q1-0013,US Wealth Mgmt,Personal Loan,2025Q1,16139.45,B2025Q1-01
UWM-PER-2025Q1-0014,US Wealth Mgmt,Personal Loan,2025Q1,8529.26,B2025Q1-01
UWM-PER-2025Q1-0015,US Wealth Mgmt,Personal Loan,2025Q1,6978.7,B2025Q1-01
UWM-PER-2025Q1-0016,US Wealth Mgmt,Personal Loan,2025Q1,8565.52,B2025Q1-01
UWM-PER-2025Q1-0017,US Wealth Mgmt,Personal Loan,2025Q1,3947.43,B2025Q1-01
UWM-PER-2025Q1-0018,US Wealth Mgmt,Personal Loan,2025Q1,12535.92,B2025Q1-01
UWM-PER-2025Q1-0019,US Wealth Mgmt,Personal Loan,2025Q1,6936.53,B2025Q1-01
UWM-PER-2025Q1-0020,US Wealth Mgmt,Personal Loan,2025Q1,2632.05,B2025Q1-01
UWM-PER-2025Q1-0021,US Wealth Mgmt,Personal Loan,2025Q1,5587.55,B2025Q1-01
UWM-PER-2025Q1-0022,US Wealth Mgmt,Personal Loan,2025Q1,14665.36,B2025Q1-01
UWM-PER-2025Q1-0023,US Wealth Mgmt,Personal Loan,2025Q1,4278.33,B2025Q1-01
UWM-PER-2025Q1-0024,US Wealth Mgmt,Personal Loan,2025Q1,6145.99,B2025Q1-01
UWM-PER-2025Q1-0025,US Wealth Mgmt,Personal Loan,2025Q1,3111.53,B2025Q1-02
UWM-PER-2025Q1-0026,US Wealth Mgmt,Personal Loan,2025Q1,9435.61,B2025Q1-02
UWM-PER-2025Q1-0027,US Wealth Mgmt,Personal Loan,2025Q1,7770.27,B2025Q1-02
UWM-PER-2025Q1-0028,US Wealth Mgmt,Personal Loan,2025Q1,3365.48,B2025Q1-02
UWM-PER-2025Q1-0029,US Wealth Mgmt,Personal Loan,2025Q1,4965.59,B2025Q1-02
UWM-PER-2025Q1-0030,US Wealth Mgmt,Personal Loan,2025Q1,13776.21,B2025Q1-02
UWM-PER-2025Q1-0031,US Wealth Mgmt,Personal Loan,2025Q1,14871.93,B2025Q1-02
UWM-PER-2025Q1-0032,US Wealth Mgmt,Personal Loan,2025Q1,8665.78,B2025Q1-02
UWM-PER-2025Q1-0033,US Wealth Mgmt,Personal Loan,2025Q1,3968.27,B2025Q1-02
UWM-PER-2025Q1-0034,US Wealth Mgmt,Personal Loan,2025Q1,5244.82,B2025Q1-02
UWM-PER-2025Q1-0035,US Wealth Mgmt,Personal Loan,2025Q1,1525.72,B2025Q1-02
UWM-PER-2025Q1-0036,US Wealth Mgmt,Personal Loan,2025Q1,5163.43,B2025Q1-02
UWM-PER-2025Q1-0037,US Wealth Mgmt,Personal Loan,2025Q1,4927.03,B2025Q1-02
UWM-PER-2025Q1-0038,US Wealth Mgmt,Personal Loan,2025Q1,12286.77,B2025Q1-02
UWM-PER-2025Q1-0039,US Wealth Mgmt,Personal Loan,2025Q1,3893.17,B2025Q1-02
UWM-PER-2025Q1-0040,US Wealth Mgmt,Personal Loan,2025Q1,9236.72,B2025Q1-02
UWM-PER-2025Q1-0041,US Wealth Mgmt,Personal Loan,2025Q1,7167.27,B2025Q1-02
UWM-PER-2025Q1-0042,US Wealth Mgmt,Personal Loan,2025Q1,10387.04,B2025Q1-02
UWM-PER-2025Q1-0043,US Wealth Mgmt,Personal Loan,2025Q1,7151.79,B2025Q1-02
UWM-PER-2025Q1-0044,US Wealth Mgmt,Personal Loan,2025Q1,2981.32,B2025Q1-02
UWM-PER-2025Q1-0045,US Wealth Mgmt,Personal Loan,2025Q1,5344.83,B2025Q1-02
UWM-PER-2025Q1-0046,US Wealth Mgmt,Personal Loan,2025Q1,7457.73,B2025Q1-02
UWM-PER-2025Q1-0047,US Wealth Mgmt,Personal Loan,2025Q1,3529.17,B2025Q1-02
UWM-PER-2025Q1-0048,US Wealth Mgmt,Personal Loan,2025Q1,4081.22,B2025Q1-02
UWM-PER-2025Q1-0049,US Wealth Mgmt,Personal Loan,2025Q1,41226.69,B2025Q1-02
UWM-PER-2025Q1-0050,US Wealth Mgmt,Personal Loan,2025Q1,5844.71,B2025Q1-03
UWM-PER-2025Q1-0051,US Wealth Mgmt,Personal Loan,2025Q1,3084.58,B2025Q1-03
UWM-PER-2025Q1-0052,US Wealth Mgmt,Personal Loan,2025Q1,6924.8,B2025Q1-03
UWM-PER-2025Q1-0053,US Wealth Mgmt,Personal Loan,2025Q1,2250.78,B2025Q1-03
UWM-PER-2025Q1-0054,US Wealth Mgmt,Personal Loan,2025Q1,4690.88,B2025Q1-03
UWM-PER-2025Q1-0055,US Wealth Mgmt,Personal Loan,2025Q1,10875.57,B2025Q1-03
UWM-PER-2025Q1-0056,US Wealth Mgmt,Personal Loan,2025Q1,6845.7,B2025Q1-03
UWM-PER-2025Q1-0057,US Wealth Mgmt,Personal Loan,2025Q1,5238.71,B2025Q1-03
UWM-PER-2025Q1-0058,US Wealth Mgmt,Personal Loan,2025Q1,4554.92,B2025Q1-03
UWM-PER-2025Q1-0059,US Wealth Mgmt,Personal Loan,2025Q1,11374.87,B2025Q1-03
UWM-PER-2025Q1-0060,US Wealth Mgmt,Personal Loan,2025Q1,2866.74,B2025Q1-03
UWM-PER-2025Q1-0061,US Wealth Mgmt,Personal Loan,2025Q1,14878.3,B2025Q1-03
UWM-PER-2025Q1-0062,US Wealth Mgmt,Personal Loan,2025Q1,11702.89,B2025Q1-03
UWM-PER-2025Q1-0063,US Wealth Mgmt,Personal Loan,2025Q1,9090.39,B2025Q1-03
UWM-PER-2025Q1-0064,US Wealth Mgmt,Personal Loan,2025Q1,4870.84,B2025Q1-03
UWM-PER-2025Q1-0065,US Wealth Mgmt,Personal Loan,2025Q1,7234.25,B2025Q1-03
UWM-PER-2025Q1-0066,US Wealth Mgmt,Personal Loan,2025Q1,9018.05,B2025Q1-03
UWM-PER-2025Q1-0067,US Wealth Mgmt,Personal Loan,2025Q1,7396.58,B2025Q1-03
UWM-PER-2025Q1-0068,US Wealth Mgmt,Personal Loan,2025Q1,2907.67,B2025Q1-03
UWM-PER-2025Q1-0069,US Wealth Mgmt,Personal Loan,2025Q1,11000.23,B2025Q1-03
UWM-PER-2025Q1-0070,US Wealth Mgmt,Personal Loan,2025Q1,3107.04,B2025Q1-03
UWM-PER-2025Q1-0071,US Wealth Mgmt,Personal Loan,2025Q1,9015.04,B2025Q1-03
UWM-PER-2025Q1-0072,US Wealth Mgmt,Personal Loan,2025Q1,8465.13,B2025Q1-03
UWM-PER-2025Q1-0073,US Wealth Mgmt,Personal Loan,2025Q1,6992.87,B2025Q1-03
UWM-PER-2025Q1-0074,US Wealth Mgmt,Personal Loan,2025Q1,7333.67,B2025Q1-03
UWM-PER-2025Q1-0075,US Wealth Mgmt,Personal Loan,2025Q1,2454.94,B2025Q1-04
UWM-PER-2025Q1-0076,US Wealth Mgmt,Personal Loan,2025Q1,4066.21,B2025Q1-04
UWM-PER-2025Q1-0077,US Wealth Mgmt,Personal Loan,2025Q1,3292.72,B2025Q1-04
UWM-PER-2025Q1-0078,US Wealth Mgmt,Personal Loan,2025Q1,7773.86,B2025Q1-04
UWM-PER-2025Q1-0079,US Wealth Mgmt,Personal Loan,2025Q1,3214.91,B2025Q1-04
UWM-PER-2025Q1-0080,US Wealth Mgmt,Personal Loan,2025Q1,3285.06,B2025Q1-04
UWM-PER-2025Q1-0081,US Wealth Mgmt,Personal Loan,2025Q1,9606.81,B2025Q1-04
UWM-PER-2025Q1-0082,US Wealth Mgmt,Personal Loan,2025Q1,9765.86,B2025Q1-04
UWM-PER-2025Q2-0000,US Wealth Mgmt,Personal Loan,2025Q2,5525.46,B2025Q2-01
UWM-PER-2025Q2-0001,US Wealth Mgmt,Personal Loan,2025Q2,8210.28,B2025Q2-01
UWM-PER-2025Q2-0002,US Wealth Mgmt,Personal Loan,2025Q2,4188.17,B2025Q2-01
UWM-PER-2025Q2-0003,US Wealth Mgmt,Personal Loan,2025Q2,7991.89,B2025Q2-01
UWM-PER-2025Q2-0004,US Wealth Mgmt,Personal Loan,2025Q2,8778.08,B2025Q2-01
UWM-PER-2025Q2-0005,US Wealth Mgmt,Personal Loan,2025Q2,3501.29,B2025Q2-01
UWM-PER-2025Q2-0006,US Wealth Mgmt,Personal Loan,2025Q2,7556.43,B2025Q2-01
UWM-PER-2025Q2-0007,US Wealth Mgmt,Personal Loan,2025Q2,36024.13,B2025Q2-01
UWM-PER-2025Q2-0008,US Wealth Mgmt,Personal Loan,2025Q2,2379.73,B2025Q2-01
UWM-PER-2025Q2-0009,US Wealth Mgmt,Personal Loan,2025Q2,16640.37,B2025Q2-01
UWM-PER-2025Q2-0010,US Wealth Mgmt,Personal Loan,2025Q2,10931.57,B2025Q2-01
UWM-PER-2025Q2-0011,US Wealth Mgmt,Personal Loan,2025Q2,11102.04,B2025Q2-01
UWM-PER-2025Q2-0012,US Wealth Mgmt,Personal Loan,2025Q2,5718.64,B2025Q2-01
UWM-PER-2025Q2-0013,US Wealth Mgmt,Personal Loan,2025Q2,9868.81,B2025Q2-01
UWM-PER-2025Q2-0014,US Wealth Mgmt,Personal Loan,2025Q2,5490.92,B2025Q2-01
UWM-PER-2025Q2-0015,US Wealth Mgmt,Personal Loan,2025Q2,8427.68,B2025Q2-01
UWM-PER-2025Q2-0016,US Wealth Mgmt,Personal Loan,2025Q2,5059.18,B2025Q2-01
UWM-PER-2025Q2-0017,US Wealth Mgmt,Personal Loan,2025Q2,6462.48,B2025Q2-01
UWM-PER-2025Q2-0018,US Wealth Mgmt,Personal Loan,2025Q2,5194.94,B2025Q2-01
UWM-PER-2025Q2-0019,US Wealth Mgmt,Personal Loan,2025Q2,4605.38,B2025Q2-01
UWM-PER-2025Q2-0020,US Wealth Mgmt,Personal Loan,2025Q2,14405.78,B2025Q2-01
UWM-PER-2025Q2-0021,US Wealth Mgmt,Personal Loan,2025Q2,6440.44,B2025Q2-01
UWM-PER-2025Q2-0022,US Wealth Mgmt,Personal Loan,2025Q2,4401.17,B2025Q2-01
UWM-PER-2025Q2-0023,US Wealth Mgmt,Personal Loan,2025Q2,14174.83,B2025Q2-01
UWM-PER-2025Q2-0024,US Wealth Mgmt,Personal Loan,2025Q2,12567.69,B2025Q2-01
UWM-PER-2025Q2-0025,US Wealth Mgmt,Personal Loan,2025Q2,4384.57,B2025Q2-02
UWM-PER-2025Q2-0026,US Wealth Mgmt,Personal Loan,2025Q2,5636.07,B2025Q2-02
UWM-PER-2025Q2-0027,US Wealth Mgmt,Personal Loan,2025Q2,6777.75,B2025Q2-02
UWM-PER-2025Q2-0028,US Wealth Mgmt,Personal Loan,2025Q2,3959.0,B2025Q2-02
UWM-PER-2025Q2-0029,US Wealth Mgmt,Personal Loan,2025Q2,5439.2,B2025Q2-02
UWM-PER-2025Q2-0030,US Wealth Mgmt,Personal Loan,2025Q2,3786.71,B2025Q2-02
UWM-PER-2025Q2-0031,US Wealth Mgmt,Personal Loan,2025Q2,11647.36,B2025Q2-02
UWM-PER-2025Q2-0032,US Wealth Mgmt,Personal Loan,2025Q2,12109.33,B2025Q2-02
UWM-PER-2025Q2-0033,US Wealth Mgmt,Personal Loan,2025Q2,5607.84,B2025Q2-02
UWM-PER-2025Q2-0034,US Wealth Mgmt,Personal Loan,2025Q2,4517.74,B2025Q2-02
UWM-PER-2025Q2-0035,US Wealth Mgmt,Personal Loan,2025Q2,10389.38,B2025Q2-02
UWM-PER-2025Q2-0036,US Wealth Mgmt,Personal Loan,2025Q2,9348.74,B2025Q2-02
UWM-PER-2025Q2-0037,US Wealth Mgmt,Personal Loan,2025Q2,2629.26,B2025Q2-02
UWM-PER-2025Q2-0038,US Wealth Mgmt,Personal Loan,2025Q2,5239.01,B2025Q2-02
UWM-PER-2025Q2-0039,US Wealth Mgmt,Personal Loan,2025Q2,7989.44,B2025Q2-02
UWM-PER-2025Q2-0040,US Wealth Mgmt,Personal Loan,2025Q2,9515.45,B2025Q2-02
UWM-PER-2025Q2-0041,US Wealth Mgmt,Personal Loan,2025Q2,4612.66,B2025Q2-02
UWM-PER-2025Q2-0042,US Wealth Mgmt,Personal Loan,2025Q2,9415.32,B2025Q2-02
UWM-PER-2025Q2-0043,US Wealth Mgmt,Personal Loan,2025Q2,6092.79,B2025Q2-02
UWM-PER-2025Q2-0044,US Wealth Mgmt,Personal Loan,2025Q2,3566.99,B2025Q2-02
UWM-PER-2025Q2-0045,US Wealth Mgmt,Personal Loan,2025Q2,4718.0,B2025Q2-02
UWM-PER-2025Q2-0046,US Wealth Mgmt,Personal Loan,2025Q2,3072.97,B2025Q2-02
UWM-PER-2025Q2-0047,US Wealth Mgmt,Personal Loan,2025Q2,8998.95,B2025Q2-02
UWM-PER-2025Q2-0048,US Wealth Mgmt,Personal Loan,2025Q2,9649.08,B2025Q2-02
UWM-PER-2025Q2-0049,US Wealth Mgmt,Personal Loan,2025Q2,5508.41,B2025Q2-02
UWM-PER-2025Q2-0050,US Wealth Mgmt,Personal Loan,2025Q2,5260.64,B2025Q2-03
UWM-PER-2025Q2-0051,US Wealth Mgmt,Personal Loan,2025Q2,3766.82,B2025Q2-03
UWM-PER-2025Q2-0052,US Wealth Mgmt,Personal Loan,2025Q2,8656.78,B2025Q2-03
UWM-PER-2025Q2-0053,US Wealth Mgmt,Personal Loan,2025Q2,3347.25,B2025Q2-03
UWM-PER-2025Q2-0054,US Wealth Mgmt,Personal Loan,2025Q2,3094.31,B2025Q2-03
UWM-PER-2025Q2-0055,US Wealth Mgmt,Personal Loan,2025Q2,5975.05,B2025Q2-03
UWM-PER-2025Q2-0056,US Wealth Mgmt,Personal Loan,2025Q2,7766.35,B2025Q2-03
UWM-PER-2025Q2-0057,US Wealth Mgmt,Personal Loan,2025Q2,7200.66,B2025Q2-03
UWM-PER-2025Q2-0058,US Wealth Mgmt,Personal Loan,2025Q2,3089.66,B2025Q2-03
UWM-PER-2025Q2-0059,US Wealth Mgmt,Personal Loan,2025Q2,9676.98,B2025Q2-03
UWM-PER-2025Q2-0060,US Wealth Mgmt,Personal Loan,2025Q2,6051.15,B2025Q2-03
UWM-PER-2025Q2-0061,US Wealth Mgmt,Personal Loan,2025Q2,5596.96,B2025Q2-03
UWM-PER-2025Q2-0062,US Wealth Mgmt,Personal Loan,2025Q2,4796.11,B2025Q2-03
UWM-PER-2025Q2-0063,US Wealth Mgmt,Personal Loan,2025Q2,7603.48,B2025Q2-03
UWM-PER-2025Q2-0064,US Wealth Mgmt,Personal Loan,2025Q2,5728.95,B2025Q2-03
UWM-PER-2025Q2-0065,US Wealth Mgmt,Personal Loan,2025Q2,10680.66,B2025Q2-03
UWM-PER-2025Q2-0066,US Wealth Mgmt,Personal Loan,2025Q2,3243.52,B2025Q2-03
UWM-PER-2025Q2-0067,US Wealth Mgmt,Personal Loan,2025Q2,12626.8,B2025Q2-03
UWM-PER-2025Q2-0068,US Wealth Mgmt,Personal Loan,2025Q2,18089.03,B2025Q2-03
UWM-PER-2025Q2-0069,US Wealth Mgmt,Personal Loan,2025Q2,4781.59,B2025Q2-03
UWM-PER-2025Q2-0070,US Wealth Mgmt,Personal Loan,2025Q2,5739.34,B2025Q2-03
UWM-PER-2025Q2-0071,US Wealth Mgmt,Personal Loan,2025Q2,8900.29,B2025Q2-03
UWM-PER-2025Q2-0072,US Wealth Mgmt,Personal Loan,2025Q2,7310.43,B2025Q2-03
UWM-PER-2025Q2-0073,US Wealth Mgmt,Personal Loan,2025Q2,9914.18,B2025Q2-03
UWM-PER-2025Q2-0074,US Wealth Mgmt,Personal Loan,2025Q2,6917.24,B2025Q2-03
UWM-PER-2025Q2-0075,US Wealth Mgmt,Personal Loan,2025Q2,8121.84,B2025Q2-04
UWM-PER-2025Q2-0076,US Wealth Mgmt,Personal Loan,2025Q2,6405.8,B2025Q2-04
UWM-PER-2025Q2-0077,US Wealth Mgmt,Personal Loan,2025Q2,2029.57,B2025Q2-04
UWM-PER-2025Q2-0078,US Wealth Mgmt,Personal Loan,2025Q2,7046.47,B2025Q2-04
UWM-PER-2025Q2-0079,US Wealth Mgmt,Personal Loan,2025Q2,8296.49,B2025Q2-04
UWM-PER-2025Q2-0080,US Wealth Mgmt,Personal Loan,2025Q2,2014.56,B2025Q2-04
UWM-PER-2025Q2-0081,US Wealth Mgmt,Personal Loan,2025Q2,13150.94,B2025Q2-04
